ouid,foul,injury,redCards,yellowCards,dribble,cornerKick,offsideCount,shootTotal,effectiveShootTotal,goalTotal,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,throughPassTry,throughPassSuccess,tackleTry,tackleSuccess,blockTry,blockSuccess,possession,averageRating,matchResult,weekend,passSucRt,shortPassSucRt,longPassSucRt,throughPassSucRt,shootAccuracy,tackleSucRt,blockSucRt
25aa0096537b4ec9bd20b89faad215ea,1.0,0.0,0.0,1.0,82.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,110.0,95.0,68.0,61.0,6.0,3.0,32.0,28.0,11.0,8.0,10.0,0.0,53.0,4.01111,패,평일,0.8636363636363636,0.8970588235294118,0.5,0.875,1.0,0.7272727272727273,0.0
d75dbd6709a1cc8f292d7a4ed1f7de59,0.0,0.0,0.0,0.0,77.0,0.0,0.0,6.0,6.0,4.0,1.0,1.0,116.0,101.0,71.0,67.0,3.0,2.0,36.0,27.0,11.0,7.0,4.0,0.0,47.0,4.36111,승,평일,0.8706896551724138,0.9436619718309859,0.6666666666666666,0.75,1.0,0.6363636363636364,0.0
1fe576d06311767b29335815d296d07c,0.0,0.0,0.0,0.0,64.0,1.0,0.0,9.0,4.0,3.0,0.0,0.0,81.0,74.0,75.0,70.0,3.0,1.0,3.0,3.0,10.0,6.0,6.0,0.0,47.0,4.0,무,평일,0.9135802469135802,0.9333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.6,0.0
b2423f3fbe1a8fd6cd1f97c9118dacbd,1.0,0.0,0.0,0.0,70.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,89.0,78.0,67.0,64.0,6.0,3.0,16.0,11.0,17.0,8.0,9.0,0.0,53.0,3.94444,무,평일,0.8764044943820225,0.9552238805970149,0.5,0.6875,0.75,0.47058823529411764,0.0
44d731a97c264bf8923e8e7829bf2218,0.0,0.0,0.0,0.0,48.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,68.0,58.0,47.0,44.0,1.0,0.0,17.0,13.0,17.0,9.0,9.0,1.0,33.0,3.37222,패,평일,0.8529411764705882,0.9361702127659575,0.0,0.7647058823529411,0.5,0.5294117647058824,0.1111111111111111
59d5280b065cddd106fd7bc6fa6826f5,0.0,0.0,0.0,0.0,108.0,1.0,0.0,11.0,10.0,4.0,0.0,0.0,124.0,118.0,118.0,114.0,0.0,0.0,5.0,4.0,4.0,3.0,5.0,1.0,67.0,4.68889,승,평일,0.9516129032258065,0.9661016949152542,0.0,0.8,0.9090909090909091,0.75,0.2
13e03045da1c83bf7fa3d98030c4ee6b,1.0,0.0,0.0,0.0,74.0,2.0,0.0,6.0,4.0,2.0,0.0,0.0,102.0,92.0,77.0,72.0,3.0,2.0,19.0,18.0,16.0,10.0,9.0,0.0,60.0,4.03889,무,평일,0.9019607843137255,0.935064935064935,0.6666666666666666,0.9473684210526315,0.6666666666666666,0.625,0.0
3c2436f8057c6929893a17b36d059cee,0.0,0.0,0.0,0.0,65.0,1.0,3.0,5.0,3.0,2.0,0.0,0.0,70.0,62.0,36.0,33.0,4.0,2.0,17.0,15.0,13.0,8.0,4.0,0.0,40.0,3.99444,무,평일,0.8857142857142857,0.9166666666666666,0.5,0.8823529411764706,0.6,0.6153846153846154,0.0
3dec75578a11274db7d669428bd740e9,1.0,0.0,0.0,0.0,67.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,114.0,104.0,83.0,79.0,4.0,3.0,22.0,18.0,7.0,5.0,9.0,2.0,49.0,3.57222,패,평일,0.9122807017543859,0.9518072289156626,0.75,0.8181818181818182,1.0,0.7142857142857143,0.2222222222222222
f2d45ae17d7ba45c09bcc62515af2996,0.0,0.0,0.0,0.0,70.0,2.0,0.0,7.0,6.0,2.0,0.0,0.0,105.0,94.0,69.0,66.0,4.0,2.0,18.0,13.0,9.0,7.0,5.0,0.0,51.0,4.39444,승,평일,0.8952380952380953,0.9565217391304348,0.5,0.7222222222222222,0.8571428571428571,0.7777777777777778,0.0
36277212e118b4ece503722e2937f764,1.0,0.0,0.0,0.0,88.0,4.0,0.0,8.0,6.0,1.0,0.0,0.0,146.0,134.0,119.0,111.0,2.0,1.0,24.0,22.0,16.0,11.0,11.0,0.0,57.0,4.05,패,평일,0.9178082191780822,0.9327731092436975,0.5,0.9166666666666666,0.75,0.6875,0.0
ba1bf6a94fb91af11abdafdc24c671b9,1.0,0.0,0.0,1.0,69.0,1.0,1.0,6.0,4.0,2.0,0.0,0.0,101.0,89.0,60.0,54.0,3.0,1.0,35.0,33.0,21.0,10.0,10.0,2.0,43.0,4.21111,승,평일,0.8811881188118812,0.9,0.3333333333333333,0.9428571428571428,0.6666666666666666,0.47619047619047616,0.2
3c09ddb03aa5c3bbfb0c3ad4380b9457,0.0,0.0,0.0,0.0,86.0,6.0,1.0,11.0,9.0,2.0,1.0,1.0,136.0,122.0,92.0,86.0,8.0,4.0,17.0,16.0,9.0,3.0,8.0,2.0,59.0,4.27778,승,평일,0.8970588235294118,0.9347826086956522,0.5,0.9411764705882353,0.8181818181818182,0.3333333333333333,0.25
4de06c3c80c49d7f45a031b1d5c556d3,3.0,1.0,0.0,0.0,56.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,84.0,69.0,63.0,57.0,1.0,0.0,20.0,12.0,12.0,9.0,15.0,2.0,41.0,3.65,패,평일,0.8214285714285714,0.9047619047619048,0.0,0.6,0.6666666666666666,0.75,0.13333333333333333
5867b2937ddd8dc37c9c9095187b7827,0.0,0.0,0.0,0.0,94.0,3.0,0.0,8.0,6.0,2.0,0.0,0.0,118.0,113.0,86.0,83.0,6.0,6.0,19.0,18.0,3.0,2.0,8.0,0.0,66.0,4.17222,무,평일,0.9576271186440678,0.9651162790697675,1.0,0.9473684210526315,0.75,0.6666666666666666,0.0
b7bbbdd5d04f1b1ba529c14c95f51979,2.0,0.0,0.0,0.0,48.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,70.0,64.0,50.0,49.0,3.0,2.0,13.0,9.0,13.0,3.0,7.0,0.0,34.0,3.88889,무,평일,0.9142857142857143,0.98,0.6666666666666666,0.6923076923076923,0.75,0.23076923076923078,0.0
77567244091cd21851de7441e5cb5cb1,0.0,0.0,0.0,0.0,86.0,1.0,2.0,5.0,4.0,1.0,0.0,0.0,124.0,112.0,97.0,91.0,3.0,2.0,23.0,19.0,12.0,7.0,14.0,2.0,48.0,3.83333,패,평일,0.9032258064516129,0.9381443298969072,0.6666666666666666,0.8260869565217391,0.8,0.5833333333333334,0.14285714285714285
dee658b8a4cdcf4ee50209fa73264eb4,0.0,0.0,0.0,0.0,85.0,2.0,1.0,8.0,7.0,4.0,0.0,0.0,128.0,117.0,96.0,92.0,4.0,2.0,17.0,14.0,12.0,6.0,10.0,0.0,52.0,4.5944400000000005,승,평일,0.9140625,0.9583333333333334,0.5,0.8235294117647058,0.875,0.5,0.0
0286fc88128c7aca079e2c6ce9c08c6b,0.0,0.0,0.0,0.0,87.0,1.0,0.0,7.0,7.0,4.0,0.0,0.0,114.0,104.0,89.0,85.0,2.0,1.0,22.0,18.0,8.0,8.0,10.0,1.0,54.0,4.52222,승,평일,0.9122807017543859,0.9550561797752809,0.5,0.8181818181818182,1.0,1.0,0.1
bdb62c49b7fccc16b97c2236b28aaa8b,0.0,0.0,0.0,0.0,69.0,5.0,0.0,11.0,9.0,2.0,0.0,0.0,124.0,108.0,85.0,77.0,8.0,4.0,15.0,14.0,8.0,5.0,10.0,0.0,46.0,3.9166700000000003,패,평일,0.8709677419354839,0.9058823529411765,0.5,0.9333333333333333,0.8181818181818182,0.625,0.0
25cda0b1f0b5b6aacf36616ed1c7f358,0.0,0.0,0.0,0.0,84.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,132.0,121.0,107.0,100.0,3.0,1.0,17.0,16.0,22.0,11.0,9.0,0.0,50.0,3.46111,패,평일,0.9166666666666666,0.9345794392523364,0.3333333333333333,0.9411764705882353,0.6666666666666666,0.5,0.0
494a70c6bba52b8b41b674bd36cbd50f,0.0,0.0,0.0,0.0,78.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,90.0,85.0,66.0,65.0,2.0,1.0,21.0,18.0,3.0,2.0,9.0,0.0,50.0,4.35556,승,평일,0.9444444444444444,0.9848484848484849,0.5,0.8571428571428571,0.6,0.6666666666666666,0.0
3c56ee987d9c8bcbacb38a72c81be4eb,0.0,0.0,0.0,0.0,74.0,3.0,0.0,10.0,8.0,3.0,0.0,0.0,103.0,94.0,67.0,64.0,8.0,5.0,23.0,22.0,12.0,6.0,7.0,0.0,54.0,4.62222,승,평일,0.912621359223301,0.9552238805970149,0.625,0.9565217391304348,0.8,0.5,0.0
56bd234abda48b9894e409daa9c1417e,2.0,0.0,0.0,0.0,77.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,129.0,117.0,84.0,80.0,3.0,1.0,33.0,30.0,9.0,5.0,11.0,0.0,46.0,3.54444,패,평일,0.9069767441860465,0.9523809523809523,0.3333333333333333,0.9090909090909091,1.0,0.5555555555555556,0.0
2d412f4492abfbcce5710e74f3fd4cae,2.0,0.0,0.0,0.0,52.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,80.0,65.0,54.0,47.0,2.0,0.0,18.0,15.0,24.0,12.0,6.0,1.0,39.0,4.05,무,평일,0.8125,0.8703703703703703,0.0,0.8333333333333334,1.0,0.5,0.16666666666666666
3b6b33066fd55ec0dd96b340aa6e1913,0.0,0.0,0.0,0.0,79.0,5.0,2.0,7.0,4.0,1.0,1.0,0.0,115.0,104.0,97.0,93.0,4.0,1.0,10.0,9.0,15.0,11.0,2.0,0.0,61.0,4.13889,무,평일,0.9043478260869565,0.9587628865979382,0.25,0.9,0.5714285714285714,0.7333333333333333,0.0
71692df3f8bd512882c0ad2e77b0320f,0.0,0.0,0.0,0.0,62.0,3.0,1.0,6.0,3.0,1.0,1.0,0.0,78.0,70.0,51.0,47.0,7.0,7.0,11.0,9.0,7.0,3.0,9.0,0.0,55.0,3.96111,무,평일,0.8974358974358975,0.9215686274509803,1.0,0.8181818181818182,0.5,0.42857142857142855,0.0
be4c71b42ad51e0ea8157e9451668d33,1.0,0.0,0.0,0.0,58.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,70.0,59.0,39.0,35.0,2.0,0.0,26.0,23.0,14.0,7.0,7.0,2.0,45.0,4.27778,무,평일,0.8428571428571429,0.8974358974358975,0.0,0.8846153846153846,0.4,0.5,0.2857142857142857
62182b513c02415cb32943d72b748e2a,1.0,0.0,0.0,0.0,73.0,2.0,2.0,6.0,6.0,1.0,0.0,0.0,114.0,101.0,90.0,81.0,3.0,2.0,17.0,15.0,9.0,6.0,9.0,1.0,48.0,3.86667,패,평일,0.8859649122807017,0.9,0.6666666666666666,0.8823529411764706,1.0,0.6666666666666666,0.1111111111111111
ed1f8f8c44249452b07ce9ec47c0fe76,1.0,0.0,0.0,0.0,96.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,134.0,125.0,110.0,104.0,3.0,2.0,19.0,19.0,7.0,6.0,7.0,1.0,52.0,4.31111,승,평일,0.9328358208955224,0.9454545454545454,0.6666666666666666,1.0,0.6,0.8571428571428571,0.14285714285714285
1af33bec785ee57aafd30a33687879fb,0.0,0.0,0.0,0.0,87.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,118.0,102.0,92.0,85.0,4.0,3.0,14.0,11.0,8.0,5.0,10.0,1.0,48.0,4.40556,승,평일,0.864406779661017,0.9239130434782609,0.75,0.7857142857142857,0.5,0.625,0.1
2341a429eda04cb0fb04186fb61066a9,1.0,0.0,0.0,0.0,74.0,0.0,1.0,7.0,3.0,2.0,0.0,0.0,106.0,89.0,66.0,61.0,6.0,1.0,24.0,18.0,16.0,8.0,9.0,1.0,52.0,3.96667,패,평일,0.839622641509434,0.9242424242424242,0.16666666666666666,0.75,0.42857142857142855,0.5,0.1111111111111111
3552ef16dca12307ac29fd41bf79d1ee,0.0,0.0,0.0,0.0,100.0,6.0,0.0,11.0,5.0,2.0,0.0,0.0,166.0,149.0,132.0,125.0,10.0,5.0,22.0,19.0,2.0,1.0,8.0,2.0,60.0,4.24444,패,평일,0.8975903614457831,0.946969696969697,0.5,0.8636363636363636,0.45454545454545453,0.5,0.25
e89f2ac5c96d20ba95d71697a9d3b46e,2.0,0.0,0.0,0.0,45.0,2.0,0.0,10.0,8.0,3.0,0.0,0.0,72.0,56.0,26.0,24.0,4.0,3.0,37.0,28.0,13.0,11.0,16.0,2.0,40.0,4.93889,승,평일,0.7777777777777778,0.9230769230769231,0.75,0.7567567567567568,0.8,0.8461538461538461,0.125
2a1339e189eff0e66e683fab95a54a27,0.0,0.0,0.0,0.0,101.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,135.0,121.0,72.0,70.0,6.0,1.0,51.0,45.0,7.0,5.0,7.0,0.0,55.0,3.98333,패,평일,0.8962962962962963,0.9722222222222222,0.16666666666666666,0.8823529411764706,1.0,0.7142857142857143,0.0
4e9d2e5a0a84538fec79529f6805ea73,0.0,0.0,0.0,0.0,69.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,115.0,106.0,87.0,85.0,1.0,0.0,25.0,20.0,12.0,7.0,11.0,1.0,45.0,4.22778,승,평일,0.9217391304347826,0.9770114942528736,0.0,0.8,1.0,0.5833333333333334,0.09090909090909091
936706df699f3defa8ae2461340c1bd0,1.0,0.0,0.0,0.0,70.0,3.0,0.0,17.0,10.0,5.0,0.0,0.0,106.0,99.0,74.0,71.0,9.0,7.0,22.0,20.0,8.0,6.0,7.0,1.0,53.0,4.76667,승,평일,0.9339622641509434,0.9594594594594594,0.7777777777777778,0.9090909090909091,0.5882352941176471,0.75,0.14285714285714285
f7963076c9815064c31975a2fb8a267e,0.0,0.0,0.0,0.0,67.0,1.0,2.0,9.0,6.0,1.0,0.0,0.0,102.0,90.0,59.0,53.0,5.0,4.0,35.0,31.0,3.0,1.0,16.0,2.0,47.0,3.5944400000000005,패,평일,0.8823529411764706,0.8983050847457628,0.8,0.8857142857142857,0.6666666666666666,0.3333333333333333,0.125
576ee2848ba44a7b0215508aa49c8058,0.0,0.0,0.0,0.0,57.0,5.0,0.0,10.0,10.0,2.0,0.0,0.0,92.0,86.0,70.0,68.0,7.0,6.0,13.0,10.0,7.0,4.0,8.0,0.0,41.0,4.05,패,평일,0.9347826086956522,0.9714285714285714,0.8571428571428571,0.7692307692307693,1.0,0.5714285714285714,0.0
8d02ebfde90f0a506c8661c50652e746,0.0,0.0,0.0,0.0,89.0,1.0,1.0,8.0,5.0,3.0,0.0,0.0,113.0,108.0,87.0,86.0,3.0,1.0,20.0,20.0,7.0,3.0,4.0,1.0,59.0,4.29444,승,평일,0.9557522123893806,0.9885057471264368,0.3333333333333333,1.0,0.625,0.42857142857142855,0.25
78bd4904e360e8f15281c765ad9069e1,0.0,0.0,0.0,0.0,99.0,2.0,1.0,8.0,4.0,2.0,0.0,0.0,154.0,144.0,127.0,124.0,4.0,3.0,22.0,16.0,3.0,3.0,11.0,1.0,52.0,4.25556,무,평일,0.935064935064935,0.9763779527559056,0.75,0.7272727272727273,0.5,1.0,0.09090909090909091
9d4d64dbc5059a01ccc444e5e689afb3,0.0,0.0,0.0,0.0,80.0,1.0,0.0,6.0,6.0,2.0,0.0,0.0,105.0,94.0,83.0,78.0,2.0,1.0,18.0,15.0,5.0,4.0,17.0,2.0,48.0,4.15,무,평일,0.8952380952380953,0.9397590361445783,0.5,0.8333333333333334,1.0,0.8,0.11764705882352941
d067eb2fc440758f08a05006b2d87c75,0.0,0.0,0.0,0.0,82.0,2.0,0.0,7.0,4.0,1.0,0.0,0.0,119.0,110.0,93.0,90.0,8.0,6.0,17.0,13.0,9.0,8.0,10.0,1.0,52.0,4.25,승,평일,0.9243697478991597,0.967741935483871,0.75,0.7647058823529411,0.5714285714285714,0.8888888888888888,0.1
fda929353e539c6f2d614d898398ccaa,0.0,0.0,0.0,0.0,77.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,110.0,102.0,84.0,79.0,7.0,7.0,11.0,10.0,3.0,3.0,6.0,2.0,48.0,3.82222,패,평일,0.9272727272727272,0.9404761904761905,1.0,0.9090909090909091,0.25,1.0,0.3333333333333333
2547b0a40cfca10c7267bfcce202554b,1.0,0.0,0.0,0.0,85.0,3.0,0.0,10.0,10.0,3.0,0.0,0.0,133.0,120.0,98.0,94.0,10.0,5.0,22.0,19.0,5.0,5.0,8.0,1.0,58.0,4.5,승,평일,0.9022556390977443,0.9591836734693877,0.5,0.8636363636363636,1.0,1.0,0.125
cf529f570ca9709ed8e4b7a61ed5bed3,0.0,0.0,0.0,0.0,52.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,85.0,70.0,65.0,60.0,2.0,1.0,16.0,8.0,11.0,6.0,7.0,1.0,42.0,3.9555599999999997,패,평일,0.8235294117647058,0.9230769230769231,0.5,0.5,1.0,0.5454545454545454,0.14285714285714285
2f5d88db7b2142fd7bc6bc37e827b74d,2.0,0.0,0.0,0.0,85.0,0.0,0.0,9.0,5.0,2.0,0.0,0.0,105.0,97.0,86.0,84.0,2.0,0.0,11.0,8.0,18.0,6.0,6.0,1.0,47.0,3.91111,패,평일,0.9238095238095239,0.9767441860465116,0.0,0.7272727272727273,0.5555555555555556,0.3333333333333333,0.16666666666666666
484903bbcb87ce0bf44d3b5a16737611,0.0,0.0,0.0,0.0,75.0,4.0,1.0,10.0,7.0,3.0,0.0,0.0,93.0,85.0,63.0,61.0,6.0,4.0,15.0,12.0,7.0,6.0,13.0,3.0,53.0,4.35,승,평일,0.9139784946236559,0.9682539682539683,0.6666666666666666,0.8,0.7,0.8571428571428571,0.23076923076923078
2448910fea950ad6423d61c826db98f9,1.0,0.0,0.0,0.0,71.0,1.0,0.0,11.0,9.0,3.0,0.0,0.0,119.0,106.0,89.0,83.0,1.0,1.0,28.0,22.0,8.0,7.0,8.0,0.0,51.0,4.02778,패,평일,0.8907563025210085,0.9325842696629213,1.0,0.7857142857142857,0.8181818181818182,0.875,0.0
bea16aa3655a02f97b0b748bc2511b95,0.0,1.0,0.0,0.0,74.0,0.0,0.0,10.0,8.0,5.0,0.0,0.0,97.0,88.0,76.0,69.0,1.0,1.0,19.0,18.0,6.0,3.0,8.0,0.0,49.0,4.51667,승,평일,0.9072164948453608,0.9078947368421053,1.0,0.9473684210526315,0.8,0.5,0.0
e6a0283d0aea1add1d8a62c246ea7fb3,1.0,0.0,0.0,0.0,65.0,3.0,0.0,8.0,5.0,4.0,0.0,0.0,84.0,70.0,52.0,50.0,9.0,3.0,19.0,15.0,6.0,5.0,11.0,1.0,54.0,4.38889,승,평일,0.8333333333333334,0.9615384615384616,0.3333333333333333,0.7894736842105263,0.625,0.8333333333333334,0.09090909090909091
e819375bc010d8bb9f9322d486375610,0.0,0.0,0.0,0.0,61.0,2.0,0.0,8.0,8.0,2.0,0.0,0.0,105.0,93.0,74.0,69.0,6.0,3.0,15.0,11.0,10.0,7.0,6.0,1.0,46.0,4.00556,패,평일,0.8857142857142857,0.9324324324324325,0.5,0.7333333333333333,1.0,0.7,0.16666666666666666
cabb7af244918c4c6d27bdbf3ea42aff,1.0,0.0,0.0,0.0,94.0,2.0,1.0,7.0,6.0,3.0,0.0,0.0,127.0,122.0,96.0,94.0,4.0,4.0,19.0,17.0,9.0,5.0,9.0,0.0,58.0,4.3,승,평일,0.9606299212598425,0.9791666666666666,1.0,0.8947368421052632,0.8571428571428571,0.5555555555555556,0.0
e29c3f249decb3074ad8f7a1d49c41a7,0.0,0.0,0.0,0.0,62.0,3.0,0.0,7.0,5.0,2.0,0.0,0.0,106.0,100.0,85.0,83.0,3.0,2.0,16.0,13.0,10.0,3.0,12.0,1.0,42.0,3.83333,패,평일,0.9433962264150944,0.9764705882352941,0.6666666666666666,0.8125,0.7142857142857143,0.3,0.08333333333333333
31aabccf0ad3e6aa6544089ee67d169f,0.0,0.0,0.0,0.0,48.0,0.0,2.0,9.0,6.0,4.0,0.0,0.0,59.0,55.0,35.0,34.0,4.0,3.0,18.0,17.0,19.0,12.0,10.0,0.0,48.0,4.36667,승,평일,0.9322033898305084,0.9714285714285714,0.75,0.9444444444444444,0.6666666666666666,0.631578947368421,0.0
cab5ad246f030eab4b45d0e86f3f04b8,0.0,0.0,0.0,0.0,63.0,5.0,0.0,7.0,5.0,2.0,0.0,0.0,86.0,71.0,61.0,57.0,8.0,1.0,13.0,13.0,4.0,3.0,4.0,1.0,52.0,3.7,패,평일,0.8255813953488372,0.9344262295081968,0.125,1.0,0.7142857142857143,0.75,0.25
1a08184a37a5de5c91df03d87ea2444e,2.0,0.0,0.0,1.0,85.0,3.0,0.0,11.0,8.0,4.0,0.0,0.0,117.0,103.0,78.0,70.0,6.0,3.0,30.0,28.0,6.0,3.0,11.0,1.0,58.0,4.61111,승,평일,0.8803418803418803,0.8974358974358975,0.5,0.9333333333333333,0.7272727272727273,0.5,0.09090909090909091
f449fa62febfe29681dd078057205e5f,0.0,1.0,0.0,0.0,65.0,1.0,0.0,9.0,7.0,1.0,0.0,0.0,78.0,68.0,48.0,45.0,6.0,1.0,23.0,21.0,11.0,4.0,12.0,0.0,42.0,3.5722199999999997,패,평일,0.8717948717948718,0.9375,0.16666666666666666,0.9130434782608695,0.7777777777777778,0.36363636363636365,0.0
52b7cc11937b2c2917a0c6ad21f8fbd8,0.0,0.0,0.0,0.0,62.0,2.0,1.0,10.0,7.0,4.0,0.0,0.0,99.0,89.0,62.0,58.0,7.0,5.0,28.0,26.0,19.0,8.0,5.0,0.0,50.0,4.50556,승,평일,0.898989898989899,0.9354838709677419,0.7142857142857143,0.9285714285714286,0.7,0.42105263157894735,0.0
826ae270c6d8933797bcaf183f9c0431,1.0,0.0,0.0,0.0,57.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,77.0,63.0,44.0,38.0,10.0,4.0,23.0,21.0,17.0,6.0,5.0,0.0,50.0,3.56667,패,평일,0.8181818181818182,0.8636363636363636,0.4,0.9130434782608695,0.75,0.35294117647058826,0.0
03cfe138f87467b99e7e3ef84381846f,0.0,0.0,0.0,0.0,65.0,2.0,0.0,6.0,5.0,3.0,0.0,0.0,130.0,115.0,90.0,86.0,6.0,2.0,31.0,26.0,15.0,6.0,9.0,2.0,50.0,4.03333,패,평일,0.8846153846153846,0.9555555555555556,0.3333333333333333,0.8387096774193549,0.8333333333333334,0.4,0.2222222222222222
63d0e7bb127a7aaea5fe794eb8af286d,0.0,0.0,0.0,0.0,98.0,1.0,1.0,11.0,9.0,4.0,0.0,0.0,122.0,113.0,90.0,88.0,3.0,1.0,28.0,24.0,12.0,7.0,6.0,0.0,50.0,4.41111,승,평일,0.9262295081967213,0.9777777777777777,0.3333333333333333,0.8571428571428571,0.8181818181818182,0.5833333333333334,0.0
7120370fbfcb86b7507c4313fe74226d,0.0,0.0,0.0,0.0,85.0,5.0,1.0,11.0,9.0,4.0,0.0,0.0,123.0,112.0,97.0,94.0,8.0,6.0,11.0,7.0,2.0,1.0,7.0,0.0,53.0,4.26667,승,평일,0.9105691056910569,0.9690721649484536,0.75,0.6363636363636364,0.8181818181818182,0.5,0.0
a1ec5a3b24667b7128abffbdcb02f868,0.0,0.0,0.0,0.0,77.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,103.0,97.0,85.0,82.0,3.0,2.0,11.0,9.0,7.0,4.0,6.0,0.0,47.0,3.93333,패,평일,0.941747572815534,0.9647058823529412,0.6666666666666666,0.8181818181818182,1.0,0.5714285714285714,0.0
