matchId,matchDate,matchType,ouid,nickname,matchResult,possession,averageRating,dribble,cornerKick,offsideCount,shootTotal,effectiveShootTotal,goalTotal,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,throughPassTry,throughPassSuccess,tackleTry,tackleSuccess,blockTry,blockSuccess,goalTime,x,y,type,result,spId,assist,assistSpId,hitPost,inPenalty
67e12be5e9f5d8f128bc7723,2025-03-24T09:56:03,50,a8051bfb16e373905ede41e81c527eb1,마빡이내딱갈,승,80,4.18889,6,0,0,3,1,1,0,0,7,7,4,4,0,0,3,3,0,0,0,0,376,0.9180257320404052,0.5297673344612122,2,3,825209331,True,827013743,False,True
67e12be5e9f5d8f128bc7723,2025-03-24T09:56:03,50,a8051bfb16e373905ede41e81c527eb1,마빡이내딱갈,승,80,4.18889,6,0,0,3,1,1,0,0,7,7,4,4,0,0,3,3,0,0,0,0,547,0.81705105304718,0.395928829908371,2,2,825208722,True,291236772,False,False
67e12bd412fde827ca51972d,2025-03-24T09:56:11,50,f35b68b1e6781412df7fc1373572b56d,2인공용ID,승,68,4.19444,8,0,0,1,1,1,0,0,17,17,13,13,0,0,3,3,2,1,1,0,416,0.961425483226776,0.5292633771896362,2,3,827214267,True,832188545,False,True
67e12bd2e4d0d6538677ad54,2025-03-24T09:59:23,50,c00955373ae5c3baa69711cba42f894b,음벨홀8카,패,43,3.16111,15,0,0,1,0,0,0,0,18,17,10,10,0,0,8,7,3,3,5,1,1978,0.8079226613044739,0.58424687385559,2,2,802189511,True,825142754,False,False
67e12bd02d055e77bfeb7f22,2025-03-24T09:59:03,50,7620253e92dfb4b34e3ac30009df4f1c,9O분에골넣음,승,49,4.31111,21,1,0,6,4,3,0,0,31,30,13,13,2,1,13,13,9,3,3,0,1320,0.8728474974632263,0.51298302412033,7,3,825192985,False,-1,False,True
67e12bd02d055e77bfeb7f22,2025-03-24T09:59:03,50,7620253e92dfb4b34e3ac30009df4f1c,9O분에골넣음,승,49,4.31111,21,1,0,6,4,3,0,0,31,30,13,13,2,1,13,13,9,3,3,0,1856,0.8614852428436279,0.4479691386222839,1,2,825192985,False,-1,False,True
67e12bd02d055e77bfeb7f22,2025-03-24T09:59:03,50,7620253e92dfb4b34e3ac30009df4f1c,9O분에골넣음,승,49,4.31111,21,1,0,6,4,3,0,0,31,30,13,13,2,1,13,13,9,3,3,0,1212,0.8317553997039795,0.5192252397537231,12,1,825192985,True,807239085,False,False
67e12bd02d055e77bfeb7f22,2025-03-24T09:59:03,50,7620253e92dfb4b34e3ac30009df4f1c,9O분에골넣음,승,49,4.31111,21,1,0,6,4,3,0,0,31,30,13,13,2,1,13,13,9,3,3,0,774,0.9485875964164734,0.5473272800445557,3,3,820246191,False,-1,False,True
67e12bd02d055e77bfeb7f22,2025-03-24T09:59:03,50,7620253e92dfb4b34e3ac30009df4f1c,9O분에골넣음,승,49,4.31111,21,1,0,6,4,3,0,0,31,30,13,13,2,1,13,13,9,3,3,0,764,0.9401745200157166,0.4327086508274078,3,2,807239085,True,832237692,False,True
67e12bd02d055e77bfeb7f22,2025-03-24T09:59:03,50,7620253e92dfb4b34e3ac30009df4f1c,9O분에골넣음,승,49,4.31111,21,1,0,6,4,3,0,0,31,30,13,13,2,1,13,13,9,3,3,0,2199,0.919840395450592,0.55208146572113,1,3,825192985,True,807239085,False,True
67e12bc8fcdf7f486ddfc1e2,2025-03-24T09:59:38,50,04ad0ad8c30ce3fec3bb5941fb794b66,HABA이,승,48,4.48333,31,0,0,4,4,3,0,0,35,33,16,15,2,1,17,17,6,5,2,1,1639,0.8880681991577148,0.3950417041778564,2,3,820192883,True,252191189,False,True
